taxon,species_aggregated,genus,family,flowering_start,flowering_end,flowering_times,flowers_m2,nectar_ml,sugar_concentration_mol,sugar_concentration_perc,nectar_sugar_content_mg,pollen_mg,corolla_mm,protein,sugar_perc,time_to_dry_proxy_raw,time_to_dry_days,gmm_confidence,gmm_label
Gladiolus spec,Gladiolus sp,Gladiolus,Iridaceae,152.0,243.0,91.0,42.17,0.00699109774297111,1.375,,3.14248,,3.0462595040146185,25.0179055883978,1.2031176837729352,0.0016921302908324,7.0,0.9999999999999788,1.0
Bellis perennis,Bellis perennis,Bellis,Asteraceae,1.0,365.0,364.0,303.703578947368,0.0001235802173036,1.375,,0.0581645740266667,0.166767526113049,4.0,18.91633889375,1.375,3.131986124458147e-05,0.351216266432543,1.0,1.0
Trifolium repens,"Trifolium repens, Trifolium sp",Trifolium,Fabaceae,136.0,272.0,136.0,108.815946340943,0.0009044560612793,0.980296686,36.0666666666667,0.853940248987676,0.640088238588026,2.0,26.633,0.980296686,0.0004566612047538,5.120930840202503,1.0,1.0
Crataegus spec,"Crataegus, Crataegus laevigata, Crataegus monogy, Crataegus monogyna, Crataegus oxyacantha, Crataegus sp, Crataegus spp, Crataegus subsphaerica",Crataegus,Rosaceae,121.0,181.0,60.0,5195.2116666665,0.001875346,1.023306391,15.8,0.379681014592375,0.3315,0.25,15.3978889,1.023306391,0.0075781458387596,7.0,1.0,1.0
Calystegia spec,"Calystegia, Calystegia sepium",Calystegia,Convolvulaceae,182.0,272.0,90.0,16.6683333335,0.01021363311651474,0.664621677,,2.03265750018465,0.91,0.0,26.4566786,0.7421598369674302,1004330.930471429,7.0,1.0,1.0
Lysimachia spec,"Lysimachia nemorum, Lysimachia vulgaris, Lysimachia vvulgaris",Lysimachia,Primulaceae,142.0,253.0,111.0,61.56,1.4197109647146908e-05,1.375,,0.00718,,3.885217405071031,25.0179055883978,1.551957525509288,3.866212509921233e-06,0.05,1.0,1.0
Thymus spec,"Thymus capitatus, Thymus polytrichus, Thymus ssp",Thymus,Lamiaceae,121.0,243.0,122.0,828.34,9.199112600640161e-05,1.73144902132632,37.75,0.039825,,4.021635956078677,18.7046642833333,1.1652106339594062,2.4748892790980506e-05,0.25949509981098273,1.0,1.0
Papaver spec,"Papaver dubium, Papaver rhoeas, Papaver sp",Papaver,Papaveraceae,121.0,212.0,91.0,53.87,6.141161285597193e-06,1.375,,0.002959960625,8.93335009715145,3.607127382742366,23.285,1.3665927289845667,1.5938491361071349e-06,0.05,1.0,1.0
Stachys spec,"Stachys germanica, Stachys officinalis, Stachys palustris, Stachys recta, Stachys sylvatica",Stachys,Lamiaceae,162.0,273.0,111.0,563.735,0.001868297573801897,1.044243191,54.0,0.31111,0.8,8.678873466740276,14.5433167,0.9916228537493015,0.0002192484930641,2.4379390075247436,1.0,1.0
Digitalis spec,"Digitalis, Digitalis purpurea",Digitalis,Plantaginaceae,152.0,258.0,106.0,97.5128125,0.0017617589952797369,0.82432564,,0.867376064006022,21.636667,5.516595821913015,21.82583915,0.8584866234535727,0.000235256711479,3.6119569920582935,1.0,1.0
,,,,,,,,4.02081019695088e-05,,,,,4.0,,1.375,,0.11427184513988131,,
Impatiens glandulifera,Impatiens glandulifera,Impatiens,Balsaminaceae,182.0,212.0,30.0,58.21,0.010197119985583064,2.20157756354075,48.0,7.66784,,6.425778478224728,25.0179055883978,2.4294753262498467,0.0017331593754394,7.0,0.998871728162834,1.0
Rosa canina,"Rosa cania, Rosa canina, Rosa canina agg",Rosa,Rosaceae,136.0,212.0,76.0,32.84078125,4.571873992090884e-05,1.375,,0.01733,0.669444,0.0,11.786175,1.122885298038645,3732.6720314450367,7.0,1.0,1.0
Eupatorium cannabinum,Eupatorium cannabinum,Eupatorium,Asteraceae,182.0,273.0,91.0,1595.62982209738,0.0021158372493721754,2.0257571331191,44.1666666666667,1.817736,,3.473883533099447,18.91633889375,1.8648797786379028,0.0006419824536294,6.957388785880364,0.9999946397083332,1.0
Ajuga spec,"Ajuga, Ajuga reptans, Ajuga spp",Ajuga,Lamiaceae,121.0,232.0,111.0,4779.2543229165,0.000911457513577101,0.824737635,53.0,0.191817611215708,0.65,14.370793699010994,7.2103857,1.0717545020017987,8.163446276508307e-05,0.7188533010186002,1.0,1.0
Borago spec,"Borago, Borago officinalis",Borago,Boraginaceae,152.0,212.0,60.0,406.0,0.0036460049866929075,2.46530820917324,53.75,1.95,,4.078164712883732,30.2597411333333,3.1190820285519534,0.0008962382278118,7.0,0.9912676009008068,1.0
Hypochaeris spec,"Hypochaeris radicata, Hypochoeris",Hypochaeris,Asteraceae,152.0,243.0,91.0,169.039446366782,0.0033569264208773704,1.375,,1.49862178533333,0.485958947248406,3.7943283094813722,16.775,1.6473864664526845,0.0008069624365036,7.0,0.9999999999999836,1.0
,,,,,,,,0.44513949468512404,,,,,3.5548680190881905,,1.337359384801682,,7.0,,
Silene vulgaris,Silene vulgaris,Silene,Caryophyllaceae,152.0,212.0,60.0,316.0,0.0005259955292473877,1.375,,0.25147,,4.0915375072614815,25.0179055883978,1.32302966574483,0.0001354089776977,1.460691408197852,1.0,1.0
,,,,,,,,0.0009896470196375465,,,,,13.289014581742824,,1.5678760289722184,,0.8482008551552086,,
Crepis spec,"Crepis biennis, Crepis capillaris",Crepis,Asteraceae,136.0,258.0,122.0,440.342857142857,0.00020379737730354976,1.375,,0.101024,0.627631556871401,4.203925216715622,18.91633889375,1.5028135303807613,5.43983638721673e-05,0.5517933737413748,1.0,1.0
Rubus idaeus,Rubus idaeus,Rubus,Rosaceae,,,,,0.009826063427860583,1.19710780017528,26.1,5.0,,4.494251879125709,25.57,1.2205886245751543,0.0024415438030105,7.0,1.0,1.0
,,,,,,,,0.030467327723214074,,,,,4.316574591072355,,0.687182191698658,,7.0,,
Glycine max,Glycine max,Glycine,Fabaceae,,,,,5.720905604375876e-05,1.88051416885773,41.0,0.035,,3.829381697175943,26.3727967,1.7656867101641698,1.3848912486389136e-05,0.1704873984204231,1.0,1.0
Hyacinthoides spec,"Hyacinthoides, Hyacinthoides non-scripta",Hyacinthoides,Asparagaceae,91.0,166.0,75.0,141.21432971,0.0002306740611063948,1.375,45.5,0.11344,0.938333825,10.99549167699474,36.3,1.3358282077891594,1.8510304207376124e-05,0.2383976230155356,1.0,1.0
Borago spec,"Borago, Borago officinalis",Borago,Boraginaceae,152.0,212.0,60.0,406.0,0.0031990651816719744,2.46530820917324,53.75,1.95,,4.641082933593423,30.2597411333333,2.7662349549533607,0.0008962382278118,7.0,0.9912676009008068,1.0
Clematis vitalba,Clematis vitalba,Clematis,Ranunculaceae,182.0,243.0,61.0,327.21,0.0003164267403299287,1.375,,0.14973,,3.846500757195506,15.03,1.093522034233427,8.062506951399589e-05,0.9325786610440383,1.0,1.0
Centaurea spec,"Centaurea, Centaurea jacea, Centaurea montana, Centaurea nigra, Centaurea scabiosa, Centaurea soltitialis",Centaurea,Asteraceae,163.0,296.0,133.0,27.3990146316146,0.03357703199911484,0.6703833545,55.35,8.00119014420227,10.9115454011161,6.862809813129688,22.366147025,0.6725807516928541,0.0059028018554176,7.0,1.0,1.0
Vaccinium vitis-idaea,Vaccinium vitis-idaea,Vaccinium,Ericaceae,152.0,243.0,91.0,54.63,0.0004035580935646,1.33011977797254,29.0,0.18374,,4.0,28.4,1.33011977797254,0.00010223147464,1.1464085538118631,1.0,1.0
Cucurbita spec,"Cucurbita, Cucurbita maxima, Cucurbita pepo",Cucurbita,Cucurbitaceae,,,,,0.156687898089172,1.83464796961729,40.0,149.7,54.0,4.0,38.6,1.83464796961729,0.0398906422577986,7.0,1.0,0.0
Daucus carota,Daucus carota,Daucus,Apiaceae,152.0,243.0,91.0,1646.59211732356,0.001280847890768294,1.375,,0.56503978899825,0.396171490328399,3.2646365417396512,25.0179055883978,1.2811596571797141,0.0003042568107003,4.456010202038693,1.0,1.0
Glycine max,Glycine max,Glycine,Fabaceae,,,,,5.643567699020034e-05,1.88051416885773,41.0,0.035,,3.6231603497647757,26.3727967,1.738359217873501,1.3848912486389136e-05,0.1777074785176077,1.0,1.0
Lamium spec gens rubra,"Lamium maculatum, Lamium purpureum",Lamium,Lamiaceae,75.0,288.0,213.0,463.9348809525,0.0035421767883318197,1.012756841,56.0,0.788124188956937,0.347361984866693,7.479613999435282,22.8,0.9657629173487976,0.0004672993613981,5.36191555767595,1.0,1.0
Ranunculus spec,"Ranuculus spp, Ranunculus, Ranunculus acris, Ranunculus bulbosos, Ranunculus bulbosus, Ranunculus flammula, Ranunculus lingua, Ranunculus repens",Ranuculus,Ranunculaceae,116.0,273.0,157.0,192.413467742,0.0001642021475864179,0.715746421,33.54375,0.0953673717914311,1.71041595806186,1.883675131078383,15.03,0.6911291115787513,8.023362219941691e-05,0.9842803837755625,1.0,1.0
Epilobium spec,"Chamaenerion angustifolium, Chamerion angustifolium, Epilobium, Epilobium angustifolium, Epilobium ciliatum, Epilobium hirsutum, Epilobium montanum, Epilobium parviflorum, Epilobium tetragonum",Chamaenerion,Onagraceae,170.0,258.0,88.0,445.145911458375,0.0006908016442610302,2.14080484954718,46.675,0.375473618103333,3.39246624199761,0.0,23.9907407333333,2.048884448001265,66881.88900202283,7.0,0.9999999483098448,1.0
Polygonum spec,"Polygonum, Polygonum aviculare, Polygonum aviculare agg",Polygonum,Polygonaceae,121.0,334.0,213.0,855.77,5.8023076001171234e-06,1.375,0.0,0.00305,0.0051065471737198,1.0949284271885844,25.0179055883978,1.5791016865101883,4.939346177174834e-06,0.06036346670304223,1.0,1.0
Origanum vulgare,Origanum vulgare,Origanum,Lamiaceae,182.0,273.0,91.0,16183.86,4.17700301709688e-05,3.48583114227286,76.0,0.431302748733333,0.0070294649055641,4.0,18.7046642833333,3.48583114227286,1.080651569568501e-05,0.1211826599787314,1.0,1.0
Eranthis hyemalis,Eranthis hyemalis,Eranthis,Ranunculaceae,32.0,120.0,88.0,,0.0009381326223275,1.18334794040316,25.8,0.38,,4.0,15.03,1.18334794040316,0.0002373084982547,2.6611422093756705,1.0,1.0
Ajuga spec,"Ajuga, Ajuga reptans, Ajuga spp",Ajuga,Lamiaceae,121.0,232.0,111.0,4779.2543229165,0.0010196535706003358,0.824737635,53.0,0.191817611215708,0.65,10.382820125283812,7.2103857,0.9928876924996625,8.163446276508307e-05,1.1122000144946629,1.0,1.0
Achillea spec,"Achillea millefolium, Achillea millefolium agg, Achillea spp",Achillea,Asteraceae,152.0,243.0,91.0,25041.3410714286,6.92649661328447e-05,1.375,40.25,0.0326004221225,0.17449896045336,3.425,18.91633889375,1.375,2.0501418748075077e-05,0.2298998610830303,1.0,1.0
,,,,,,,,0.0004771412204706637,,,,,3.027615848755449,,1.3014370625707368,,1.7902618806539068,,
Lobularia maritima,Lobularia maritima,Lobularia,Brassicaceae,152.0,334.0,182.0,,6.781484921610924e-06,1.375,,0.004212743859,0.012493371343539,1.843184391149096,24.4562121181818,1.4744262848271397,4.536869907532366e-06,0.05,1.0,1.0
Digitalis spec,"Digitalis, Digitalis purpurea",Digitalis,Plantaginaceae,152.0,258.0,106.0,97.5128125,0.001633333,0.82432564,,0.867376064006022,21.636667,7.0,21.82583915,0.82432564,0.000235256711479,2.638133777592896,1.0,1.0
Cucurbita spec,"Cucurbita, Cucurbita maxima, Cucurbita pepo",Cucurbita,Cucurbitaceae,,,,,0.15816865438952257,1.83464796961729,40.0,149.7,54.0,2.824845135761781,38.6,1.3139896667777298,0.0398906422577986,7.0,1.0,0.0
Jacobaea spec,"Senecio erucifolius, Senecio jacobaea, Senecio paludosus",Senecio,Asteraceae,174.0,266.0,92.0,955.336307909119,0.0031963195308032,1.375,10.9125,1.50438774116666,0.266534648739029,6.665,16.35,1.375,0.0004861618783931,5.451747007359524,1.0,1.0
Beta vulgaris,Beta vulgaris,Beta,Brassicaceae,182.0,273.0,91.0,,0.4707642647633174,,,,,4.381090568088642,24.4562121181818,1.0910584820665115,0.1267187496832031,7.0,1.0,0.0
Cirsium spec,"Cirsium, Cirsium acaule, Cirsium arvense, Cirsium eriophorum, Cirsium palustre, Cirsium vulgare",Cirsium,Asteraceae,176.0,276.0,100.0,101.628343287615,0.001232,1.0913251715,,8.2865445673701,2.72667445349531,6.06666666666667,21.4272216666667,1.0913251715,0.0002052931523175,2.302126881025687,1.0,1.0
Polygonum spec,"Polygonum, Polygonum aviculare, Polygonum aviculare agg",Polygonum,Polygonaceae,121.0,334.0,213.0,855.77,7.0202720751226935e-06,1.375,0.0,0.00305,0.0051065471737198,1.526987326436757,25.0179055883978,1.2466779118225593,4.939346177174834e-06,0.052198026443792435,1.0,1.0
Calluna spec,"Calluna, Calluna vulgaris",Calluna,Ericaceae,213.0,304.0,91.0,5815.06,0.0014857527168252735,1.4218521764534,31.0,0.42794,,3.391769580135761,13.9,1.2727858137937702,0.0003438382076695,4.97470967421548,1.0,1.0
Rosa canina,"Rosa cania, Rosa canina, Rosa canina agg",Rosa,Rosaceae,136.0,212.0,76.0,32.84078125,3.7386847265495824e-05,1.375,,0.01733,0.669444,0.0,11.786175,1.344589986454378,3732.6720314450367,7.0,1.0,1.0
Rosa canina,"Rosa cania, Rosa canina, Rosa canina agg",Rosa,Rosaceae,136.0,212.0,76.0,32.84078125,3.621437015877053e-05,1.375,,0.01733,0.669444,0.0,11.786175,1.4477485336241833,3732.6720314450367,7.0,1.0,1.0
Euphorbia spec,"Euphorbia amygdaloides, Euphorbia exigua, Euphorbia helioscopia, Euphorbia platyphyllos",Euphorbia,Euphorbiaceae,162.0,273.0,111.0,,0.55,1.921328671,42.0,,,0.0,25.0179055883978,1.9207753706572264,50960664.3355,7.0,1.0,0.0
Eranthis hyemalis,Eranthis hyemalis,Eranthis,Ranunculaceae,32.0,120.0,88.0,,0.0009823295357738475,1.18334794040316,25.8,0.38,,4.571232191883934,15.03,1.1397247356725613,0.0002373084982547,2.437252247882415,1.0,1.0
Lonicera spec,"Lonicera, Lonicera maackii, Lonicera periclymenum",Lonicera,Caprifoliaceae,152.0,212.0,60.0,57.91,0.0036689559928823,1.375,31.0,1.72684,,7.0,24.8,1.375,0.0005313434474958,5.958406404344353,1.0,1.0
Rosa canina,"Rosa cania, Rosa canina, Rosa canina agg",Rosa,Rosaceae,136.0,212.0,76.0,32.84078125,3.394519516805005e-05,1.375,,0.01733,0.669444,0.0,11.786175,1.542599015599189,3732.6720314450367,7.0,1.0,1.0
,,,,,,,,0.0008166356687346229,,,,,4.0,,1.375,,2.3208870874858225,,
Epilobium spec,"Chamaenerion angustifolium, Chamerion angustifolium, Epilobium, Epilobium angustifolium, Epilobium ciliatum, Epilobium hirsutum, Epilobium montanum, Epilobium parviflorum, Epilobium tetragonum",Chamaenerion,Onagraceae,170.0,258.0,88.0,445.145911458375,0.0006548008810048,2.14080484954718,46.675,0.375473618103333,3.39246624199761,0.0,23.9907407333333,2.14080484954718,66881.88900202283,7.0,0.9999999483098448,1.0
Sanguisorba minor,Sanguisorba minor,Sanguisorba,Rosaceae,121.0,243.0,122.0,504.0,1.3320144272003087e-06,1.375,,0.000605,,4.870707309412639,21.518011945,1.248367284712715,3.257741738861197e-07,0.05,1.0,1.0
Berberis spec,"Berberis darwinii, Berberis spp",Berberis,Berberidaceae,,,,,0.40875798879641545,,35.85,,,5.757407814029776,25.0179055883978,1.2365773177869552,0.0921590907415289,7.0,1.0,0.0
Caltha palustris,"Caltha palustria, Caltha palustris",Caltha,Ranunculaceae,91.0,181.0,90.0,125.28,9.418152443753083e-06,1.51358457493427,33.0,0.00437,,0.0,15.03,1.6122928585368796,856.2330912805687,7.0,1.0,1.0
Arctium spec,"Arctium agg, Arctium lappa, Arctium tomentosum",Arctium,Asteraceae,196.0,258.0,62.0,28.597849923889,0.06001758,0.886486837,,10.0467742058184,0.43,3.9,14.50449585,0.886486837,0.0155255455875206,7.0,0.999961247259419,1.0
Epilobium spec,"Chamaenerion angustifolium, Chamerion angustifolium, Epilobium, Epilobium angustifolium, Epilobium ciliatum, Epilobium hirsutum, Epilobium montanum, Epilobium parviflorum, Epilobium tetragonum",Chamaenerion,Onagraceae,170.0,258.0,88.0,445.145911458375,0.0006645715715504256,2.14080484954718,46.675,0.375473618103333,3.39246624199761,0.0,23.9907407333333,2.1131561456020287,66881.88900202283,7.0,0.9999999483098448,1.0
Leucanthemum spec,"Leucanthemum ircutianum, Leucanthemum vulgare",Leucanthemum,Asteraceae,152.0,304.0,152.0,492.298224852071,0.0020859746829203,1.375,,0.9817900592,3.91736638056449,4.0,28.0,1.375,0.0005286642073809,5.928361804124562,1.0,1.0
Medicago spec,"Medicago falcata, Medicago lupuli, Medicago lupulina, Medicago minima, Medicago varia",Medicago,Fabaceae,131.0,253.0,122.0,889.563736263736,6.905196243673115e-05,1.375,32.5,0.029666,,2.92983332217149,26.3727967,1.4452882279004344,1.597424238430681e-05,0.2681141796495474,1.0,1.0
Trifolium resupinatum,Trifolium resupinatum,Trifolium,Fabaceae,91.0,181.0,90.0,,0.0015504172598063378,1.375,,0.821333333333331,,4.121383715098716,26.3727967,1.2054109339338714,0.000442263120912,4.269372691133425,1.0,1.0
Viola spec,"Viola arvensis, Viola reichenbachiana, Viola riviniana, Viola sylvestris, Viola tricolor",Viola,Violaceae,76.0,220.0,144.0,168.925,0.0008307947936859,0.886746518648359,19.3333333333333,0.17562,,15.0,25.0179055883978,0.886746518648359,5.5877455802483126e-05,0.6266014798546663,1.0,1.0
Brassica napus,Brassica napus,Brassica,Brassicaceae,108.0,217.0,109.0,1125.12,0.006067304374405918,1.72703985009962,46.9285714285714,5.2297027993,0.78174175,4.946989713760947,23.63766666,1.4967915933079294,0.0015177344879934,7.0,0.9999999884261642,1.0
,,,,,,,,0.4484354647991046,,,,,4.0,,1.375,,7.0,,
Borago spec,"Borago, Borago officinalis",Borago,Boraginaceae,152.0,212.0,60.0,406.0,0.004150485868965712,2.46530820917324,53.75,1.95,,4.368459506267574,30.2597411333333,2.883214677460207,0.0008962382278118,7.0,0.9912676009008068,1.0
,,,,,,,,0.49834553701222445,,,,,4.0,,1.375,,7.0,,
,,,,,,,,0.00032884875733665364,,,,,4.0,,1.375,,0.934591598014582,,
Calystegia spec,"Calystegia, Calystegia sepium",Calystegia,Convolvulaceae,182.0,272.0,90.0,16.6683333335,0.010324453848320174,0.664621677,,2.03265750018465,0.91,0.0,26.4566786,0.6092593008817139,1004330.930471429,7.0,1.0,1.0
Sonchus spec,"Sonchus arvensis, Sonchus asper, Sonchus oleraceus, Sonchus sp",Sonchus,Asteraceae,162.0,304.0,142.0,133.059659055005,0.0010550015116850837,1.375,17.0,0.486163323611111,0.368471904391115,5.615472618297119,16.4,1.5174126042764773,0.0001745228157081,2.1387602308667155,1.0,1.0
Sorbus aucuparia,Sorbus aucuparia,Sorbus,Rosaceae,121.0,158.0,37.0,5935.3,0.0001103363038049024,1.14665498101081,25.0,0.07027,0.55,3.9535862921074876,21.518011945,1.3952141125154833,2.6117741290943347e-05,0.3173214696814818,1.0,1.0
,,,,,,,,0.1298833007542757,,,,,4.0,,1.8001333723097306,,7.0,,
Fagopyrum esculentum,Fagopyrum esculentum,Fagopyrum,Polygonaceae,182.0,304.0,122.0,8529.5,0.0001248907206194,1.76584867075665,38.5,0.1,0.0947551264921216,4.0,25.0179055883978,1.76584867075665,3.177402535790396e-05,0.3563091952607755,1.0,1.0
Daucus carota,Daucus carota,Daucus,Apiaceae,152.0,243.0,91.0,1646.59211732356,0.0010844837431319419,1.375,,0.56503978899825,0.396171490328399,3.3568224686258685,25.0179055883978,1.3625730566797345,0.0003042568107003,3.6722064608866845,1.0,1.0
Veronica spec,"Veronica arvensis, Veronica chamaedrys, Veronica hederifolia, Veronica persica, Veronica polita, Veronica serpyllifolia, Veronica sp",Veronica,Plantaginaceae,50.0,273.0,223.0,768.253333333333,1.5716774135861422e-05,1.375,27.5,0.0120280997816667,0.0345682603126845,3.0794305896176013,20.637919575,1.3261496329448776,8.635689843585472e-06,0.057992165142011096,1.0,1.0
Brassica spec,"Brassica, Brassica nigra, Brassica oleracea, Brassica rapa, Brassica sp",Brassica,Brassicaceae,114.0,250.0,136.0,124.182,0.0013080072793448,2.20748071325781,48.1287037037037,0.9885,1.15,4.0,28.1,2.20748071325781,0.0003342203211055,3.7478969791055454,1.0,1.0
Calystegia spec,"Calystegia, Calystegia sepium",Calystegia,Convolvulaceae,182.0,272.0,90.0,16.6683333335,0.009163631797603416,0.664621677,,2.03265750018465,0.91,0.0,26.4566786,0.9059207196713766,1004330.930471429,7.0,1.0,1.0
Potentilla spec,"Potentilla anserina, Potentilla erecta, Potentilla fruticosa, Potentilla reptans",Potentilla,Rosaceae,152.0,263.0,111.0,257.1,6.008559840493357e-05,1.375,24.0,0.02325,,1.9996169580691117,17.24,1.2717213966001362,1.8826196565744827e-05,0.3412452084456595,1.0,1.0
Vaccinium myrtillus,"Vaccinium, Vaccinium myrtillus, Vaccinium sp",Vaccinium,Ericaceae,91.0,181.0,90.0,220.43,0.0028662420382165,1.31865322816243,28.75,0.979135,,4.0,42.9,1.31865322816243,0.00072600945603,7.0,0.9999999999999982,1.0
Stellaria holostea,Stellaria holostea,Stellaria,Caryophyllaceae,91.0,120.0,29.0,1.31,8.233230765766843e-06,1.375,,0.00554,,3.725380341425905,25.0179055883978,1.7058774620629102,2.9831221873208383e-06,0.05,1.0,1.0
Scorzoneroides autumnalis,"Leontodon autumnalis, Scorzoneorides autumnalis, Scorzoneroides autumnalis",Leontodon,Asteraceae,167.0,273.0,106.0,698.281720430107,0.0010006928749761712,1.375,33.0,0.5229075179,0.314548855277588,3.7709572636010025,18.91633889375,1.300120144145954,0.0002815698589466,3.014490703243026,1.0,1.0
Hypericum spec,"Hypericum maculatum, Hypericum perforatum, Hypericum pulchrum, Hypericum spp, Hypericum tetrapterum",Hypericum,Hypericaceae,167.0,250.0,83.0,2678.405625,0.0,0.0,22.5,0.0,0.5,1.0959439614246853,13.9074028,0.0,0.0,0.05,1.0,1.0
Glebionis segetum,Glebionis segetum,Glebionis,Asteraceae,182.0,304.0,122.0,,0.002240446642594581,1.375,,0.92801488055,1.43285907985965,4.167145548707084,18.91633889375,1.3814114024778004,0.0004997079025871,6.112361904829953,1.0,1.0
Anthemis spec,"Anthemis, Anthemis arvensis, Anthemis tinctoria",Anthemis,Asteraceae,136.0,288.0,152.0,,0.482312797836886,,41.5,,,2.878430191798307,18.91633889375,1.3370137522812355,0.1689583327701388,7.0,1.0,0.0
Sisymbrium officinale,Sisymbrium officinale,Sisymbrium,Brassicaceae,152.0,212.0,60.0,1199.67058823529,1.670698088798052e-05,1.375,,0.0093073493477,0.0194532597748173,3.145759338760564,22.0,1.4235256980150794,5.011725693911551e-06,0.06040403852053718,1.0,1.0
Crepis spec,"Crepis biennis, Crepis capillaris",Crepis,Asteraceae,136.0,258.0,122.0,440.342857142857,0.00018722576379024764,1.375,,0.101024,0.627631556871401,4.651172202667546,18.91633889375,1.5122769549896447,5.43983638721673e-05,0.4582226503070244,1.0,1.0
Satureja spec,"Satureja montana, Satureja sp, Satureja thymbra",Satureja,Lamiaceae,,,,,0.5,,66.85,,,3.5,18.7046642833333,1.375,0.144821428157653,7.0,1.0,0.0
Medicago sativa,Medicago sativa,Medicago,Fabaceae,152.0,273.0,121.0,26249.34,0.0002755560363203,1.62825007303535,35.5,0.115473666676667,2.68376655090331,4.0,26.3727967,1.62825007303535,7.001069424570791e-05,0.785089514008683,1.0,1.0
Calystegia spec,"Calystegia, Calystegia sepium",Calystegia,Convolvulaceae,182.0,272.0,90.0,16.6683333335,0.011027074732548442,0.664621677,,2.03265750018465,0.91,0.0,26.4566786,0.5614313742030468,1004330.930471429,7.0,1.0,1.0
Leontodon spec,"Leodonton sp, Leontodon hispidus",Leodonton,Asteraceae,152.0,273.0,121.0,48.6509459459459,0.0029465373206207,1.375,,1.38682462166667,0.0960779130755906,2.25,18.91633889375,1.375,0.001327578753557,7.0,0.9999999999999996,1.0
Calendula officinalis,Calendula officinalis,Calendula,Asteraceae,152.0,304.0,152.0,,0.001113635873479065,1.375,,0.47074647115,2.08376048088796,3.259112147853113,18.91633889375,1.4531362869632938,0.000253482715287,3.88744426700929,1.0,1.0
Achillea spec,"Achillea millefolium, Achillea millefolium agg, Achillea spp",Achillea,Asteraceae,152.0,243.0,91.0,25041.3410714286,7.69472751886129e-05,1.375,40.25,0.0326004221225,0.17449896045336,3.089564330678504,18.91633889375,1.342072536594209,2.0501418748075077e-05,0.28303528173689807,1.0,1.0
Cosmos spec,"Cosmos bipinnatus, Cosmos sulphureus",Cosmos,Asteraceae,213.0,304.0,91.0,,0.0013275159738440532,1.375,,0.701077992,4.21258677866803,4.38395999058171,18.91633889375,1.8139968823147528,0.0003020074099672,3.4572871491568336,1.0,1.0
Ranunculus spec,"Ranuculus spp, Ranunculus, Ranunculus acris, Ranunculus bulbosos, Ranunculus bulbosus, Ranunculus flammula, Ranunculus lingua, Ranunculus repens",Ranuculus,Ranunculaceae,116.0,273.0,157.0,192.413467742,0.00022633203088093056,0.715746421,33.54375,0.0953673717914311,1.71041595806186,2.7741081948187785,15.03,0.6558629943057576,8.023362219941691e-05,0.9209085238087805,1.0,1.0
Ribes subg. Ribes,"Ribes nigrum, Ribes rubrum, Ribes sp",Ribes,Grossulariaceae,91.0,151.0,60.0,,0.0180732484076433,1.15302528646087,25.1388888888889,5.25,0.25,4.0,25.0179055883978,1.15302528646087,0.004570409371541,7.0,1.0,1.0
Brassica napus,Brassica napus,Brassica,Brassicaceae,108.0,217.0,109.0,1125.12,0.0074598380787714,1.72703985009962,46.9285714285714,5.2297027993,0.78174175,5.0,23.63766666,1.72703985009962,0.0015177344879934,7.0,0.9999999884261642,1.0
Gypsophila elegans,Gypsophila elegans,Gypsophila,Caryophyllaceae,121.0,243.0,122.0,,0.0007844975707646,1.375,,0.3692335879,0.0835474377122987,4.0,25.0179055883978,1.375,0.0001988211025936,2.2295502778770087,1.0,1.0
Papaver spec,"Papaver dubium, Papaver rhoeas, Papaver sp",Papaver,Papaveraceae,121.0,212.0,91.0,53.87,6.28892385732876e-06,1.375,,0.002959960625,8.93335009715145,4.0,23.285,1.375,1.5938491361071349e-06,0.05,1.0,1.0
Rubus idaeus,Rubus idaeus,Rubus,Rosaceae,,,,,0.009989964619810835,1.19710780017528,26.1,5.0,,3.481992841156371,25.57,1.2456523002456008,0.0024415438030105,7.0,1.0,1.0
Lamium album,Lamium album,Lamium,Lamiaceae,106.0,334.0,228.0,299.7904761905,0.0020095270782590864,0.756159314,33.5,0.851684824946353,0.725,11.312835264897323,22.8,0.7568417493426646,0.0001888665814929,2.007020172939428,1.0,1.0
Myosotis spec,"Myosotis, Myosotis arvensis, Myosotis sylvatica",Myosotis,Boraginaceae,106.0,242.0,136.0,3166.87,4.80113960003187e-05,1.375,23.5,0.02259716367,0.0001209861059868,2.8,30.2597411333333,1.375,1.7382697329105755e-05,0.1949269828745387,1.0,1.0
